sku,sex,color,breed,feed,age_in_year,teeth,height_in_inch,weight_in_kg,price,size,images_count,yt_images_count,total_images
BLF2512,MALE_BULL,RED,SAHIWAL,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2.5,4,55.0,457.0,197000.0,LARGE,4,31,35
BLF2513,MALE_BULL,RED,SAHIWAL,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2,2,54.9,415.0,179000.0,LARGE,4,31,35
BLF2514,MALE_BULL,NON_RED,HOSTINE_CROSS,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2,2,42.0,278.0,116000.0,MINIMUM,4,31,35
BLF2515,MALE_BULL,NON_RED,HOSTINE_CROSS,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2,2,50.0,438.0,185000.0,MEDIUM,4,31,35
BLF2516,MALE_BULL,RED,HOSTINE_CROSS,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2,2,50.0,355.0,24000.0,MEDIUM,4,31,35
BLF2517,MALE_BULL,RED,LOCAL,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2,2,45.6,247.0,107000.0,MEDIUM,4,31,35
BLF2518,MALE_BULL,RED,SINDHI,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2.5,4,50.0,330.0,142000.0,MEDIUM,4,31,35
BLF2519,MALE_BULL,RED,HOSTINE_CROSS,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2,2,57.0,545.0,230000.0,EXTRA_LARGE,4,31,35
BLF2520,MALE_BULL,RED,HOSTINE_CROSS,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2,2,47.0,378.0,163000.0,MEDIUM,4,31,35
BLF2521,MALE_BULL,NON_RED,LOCAL,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2,2,53.0,407.0,172000.0,LARGE,4,31,35
BLF2522,MALE_BULL,RED,SAHIWAL,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2,2,56.4,487.0,208000.0,EXTRA_LARGE,4,31,35
BLF2523,MALE_BULL,NON_RED,LOCAL,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2,2,49.0,280.0,119000.0,MEDIUM,4,31,35
BLF2524,MALE_BULL,NON_RED,LOCAL,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2,2,48.3,297.0,126000.0,MEDIUM,4,28,32
BLF2525,MALE_BULL,RED,SAHIWAL,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2,2,46.8,297.0,128000.0,MEDIUM,4,30,34
BLF2526,MALE_BULL,RED,LOCAL,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2,2,48.4,276.0,118000.0,MEDIUM,4,31,35
BLF2527,MALE_BULL,RED,SINDHI,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2,2,52.0,546.0,230000.0,LARGE,4,31,35
BLF2528,MALE_BULL,RED,SINDHI,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2,2,54.9,477.0,203000.0,LARGE,4,31,35
BLF2529,MALE_BULL,RED,LOCAL,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2,2,43.1,293.0,127000.0,MINIMUM,4,31,35
BLF2530,MALE_BULL,NON_RED,LOCAL,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2,2,51.0,389.0,163000.0,LARGE,4,30,34
BLF2531,MALE_BULL,RED,SINDHI,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2,2,49.0,380.0,26000.0,MEDIUM,4,31,35
BLF2532,MALE_BULL,RED,SAHIWAL,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2.5,4,50.2,365.0,158000.0,MEDIUM,4,31,35
BLF2533,MALE_BULL,NON_RED,HOSTINE_CROSS,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2.5,2,52.0,434.0,180000.0,LARGE,4,31,35
BLF2534,MALE_BULL,NON_RED,HOSTINE_CROSS,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2,2,50.9,390.0,162000.0,MEDIUM,4,31,35
BLF2535,MALE_BULL,NON_RED,HOSTINE_CROSS,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2,2,51.1,390.0,162000.0,MEDIUM,4,31,35
BLF2536,MALE_BULL,NON_RED,HOSTINE_CROSS,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2,2,48.3,511.0,210000.0,MEDIUM,4,31,35
BLF2537,MALE_BULL,NON_RED,HOSTINE_CROSS,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2,2,53.6,420.0,174000.0,LARGE,4,31,35
BLF2538,MALE_BULL,NON_RED,HOSTINE_CROSS,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2,2,53.6,477.0,197000.0,EXTRA_LARGE,4,31,35
BLF2539,MALE_BULL,NON_RED,HOSTINE_CROSS,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2,2,52.5,414.0,171000.0,LARGE,4,31,35
BLF2540,MALE_BULL,NON_RED,HOSTINE_CROSS,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2,2,52.0,440.0,182000.0,LARGE,4,31,35
BLF2541,MALE_BULL,NON_RED,HOSTINE_CROSS,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2,2,50.8,466.0,30000.0,MEDIUM,4,31,35
BLF2542,MALE_BULL,NON_RED,HOSTINE_CROSS,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2,2,51.0,421.0,174000.0,MEDIUM,4,31,35
BLF2543,MALE_BULL,NON_RED,HOSTINE_CROSS,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2,2,50.0,440.0,182000.0,MEDIUM,4,31,35
BLF2544,MALE_BULL,NON_RED,HOSTINE_CROSS,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2,2,47.1,378.0,25000.0,MEDIUM,4,31,35
BLF2545,MALE_BULL,NON_RED,LOCAL,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2,2,56.1,497.0,209000.0,EXTRA_LARGE,4,31,35
BLF2546,MALE_BULL,NON_RED,HOSTINE_CROSS,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2,2,51.0,419.0,173000.0,LARGE,4,31,35
BLF2547,MALE_BULL,NON_RED,HOSTINE_CROSS,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2,2,48.3,444.0,184000.0,MEDIUM,4,31,35
BLF2548,MALE_BULL,NON_RED,HOSTINE_CROSS,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2,2,50.8,444.0,184000.0,MEDIUM,4,31,35
BLF2549,MALE_BULL,NON_RED,HOSTINE_CROSS,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2,2,50.8,459.0,189000.0,MEDIUM,4,31,35
BLF2550,MALE_BULL,NON_RED,HOSTINE_CROSS,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2,2,51.1,440.0,182000.0,MEDIUM,4,31,35
BLF2551,MALE_BULL,NON_RED,HOSTINE_CROSS,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2,2,49.6,424.0,175000.0,MEDIUM,4,31,35
BLF2552,MALE_BULL,NON_RED,HOSTINE_CROSS,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2,2,52.0,412.0,170000.0,LARGE,4,31,35
BLF2553,MALE_BULL,NON_RED,HOSTINE_CROSS,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2,2,53.0,376.0,156000.0,LARGE,4,31,35
BLF2554,MALE_BULL,NON_RED,LOCAL,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2,2,45.2,254.0,109000.0,MEDIUM,4,31,35
BLF2555,MALE_BULL,NON_RED,LOCAL,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2.5,4,41.6,226.0,96000.0,MINIMUM,4,31,35
BLF2556,MALE_BULL,NON_RED,LOCAL,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2,2,51.0,381.0,26000.0,MEDIUM,4,31,35
BLF2557,MALE_BULL,NON_RED,LOCAL,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2,2,45.6,195.0,83000.0,MEDIUM,4,31,35
BLF2558,MALE_BULL,RED,SAHIWAL,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2,2,51.1,272.0,117000.0,MEDIUM,4,31,35
BLF2559,MALE_BULL,RED,SAHIWAL,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",3,6,51.0,310.0,133000.0,MEDIUM,4,31,35
BLF2560,MALE_BULL,RED,SINDHI,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2,2,56.8,423.0,182000.0,EXTRA_LARGE,4,31,35
BLF2561,MALE_BULL,RED,SINDHI,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2,2,48.4,289.0,125000.0,MEDIUM,4,31,35
BLF2562,MALE_BULL,NON_RED,LOCAL,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2.5,4,45.4,230.0,97000.0,MEDIUM,4,31,35
BLF2563,MALE_BULL,NON_RED,LOCAL,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2.5,4,42.9,206.0,87000.0,MINIMUM,4,31,35
BLF2564,MALE_BULL,RED,LOCAL,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2,2,42.0,192.0,83000.0,MEDIUM,4,31,35
BLF2565,MALE_BULL,NON_RED,LOCAL,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2,2,46.5,234.0,99000.0,MEDIUM,4,31,35
BLF2566,MALE_BULL,RED,LOCAL,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2,2,43.1,188.0,82000.0,MINIMUM,4,30,34
BLF2567,MALE_BULL,NON_RED,LOCAL,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2,2,43.4,216.0,92000.0,MINIMUM,4,31,35
BLF2568,MALE_BULL,NON_RED,LOCAL,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2,2,41.0,187.0,80000.0,MINIMUM,4,31,35
BLF2569,MALE_BULL,RED,LOCAL,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2.5,4,47.0,276.0,118000.0,MEDIUM,4,31,35
BLF2570,MALE_BULL,RED,LOCAL,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2,2,49.6,258.0,110000.0,MEDIUM,4,31,35
BLF2571,MALE_BULL,RED,SAHIWAL,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2,2,52.3,382.0,164000.0,LARGE,4,31,35
BLF2572,MALE_BULL,NON_RED,LOCAL,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2.5,4,46.8,254.0,109000.0,MEDIUM,4,31,35
BLF2573,MALE_BULL,NON_RED,LOCAL,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2.5,4,43.0,250.0,106000.0,MINIMUM,4,31,35
BLF2574,MALE_BULL,NON_RED,LOCAL,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2,2,43.1,200.0,85000.0,MINIMUM,4,30,34
BLF2575,MALE_BULL,NON_RED,LOCAL,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2,2,43.1,211.0,89000.0,MINIMUM,4,31,35
BLF2576,MALE_BULL,RED,LOCAL,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2,2,45.0,230.0,99000.0,MEDIUM,4,29,33
BLF2577,MALE_BULL,RED,SINDHI,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2,2,46.0,283.0,122000.0,MEDIUM,4,31,35
BLF2578,MALE_BULL,RED,LOCAL,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2,2,42.3,220.0,95000.0,MINIMUM,4,31,35
BLF2579,MALE_BULL,NON_RED,LOCAL,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2,2,42.8,202.0,85000.0,MINIMUM,4,31,35
BLF2580,MALE_BULL,NON_RED,LOCAL,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2,2,45.6,243.0,103000.0,MEDIUM,4,31,35
BLF2581,MALE_BULL,RED,SAHIWAL,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2,2,44.0,229.0,98000.0,MINIMUM,4,31,35
BLF2582,MALE_BULL,RED,LOCAL,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2.5,4,46.0,222.0,96000.0,MEDIUM,4,31,35
BLF2583,MALE_BULL,NON_RED,LOCAL,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2,2,43.3,219.0,93000.0,MINIMUM,4,31,35
BLF2584,MALE_BULL,NON_RED,LOCAL,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2,2,46.0,245.0,104000.0,MEDIUM,4,31,35
BLF2585,MALE_BULL,NON_RED,LOCAL,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2,2,46.9,234.0,99000.0,MEDIUM,4,31,35
BLF2586,MALE_BULL,RED,SAHIWAL,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2,2,47.1,280.0,121000.0,MEDIUM,4,31,35
BLF2587,MALE_BULL,NON_RED,LOCAL,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2,2,41.5,226.0,95000.0,MINIMUM,4,31,35
BLF2588,MALE_BULL,RED,LOCAL,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2,2,42.9,233.0,101000.0,MINIMUM,4,31,35
BLF2589,MALE_BULL,RED,SAHIWAL,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2,2,43.0,223.0,96000.0,MINIMUM,4,31,35
BLF2590,MALE_BULL,NON_RED,SINDHI,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2,2,45.5,270.0,116000.0,MEDIUM,4,31,35
BLF2591,MALE_BULL,NON_RED,LOCAL,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2,2,42.9,195.0,83000.0,MINIMUM,4,31,35
BLF2592,MALE_BULL,RED,SAHIWAL,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2,2,46.0,235.0,101000.0,MEDIUM,4,31,35
BLF2593,MALE_BULL,NON_RED,LOCAL,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2,2,43.0,210.0,90000.0,MINIMUM,4,31,35
BLF2594,MALE_BULL,NON_RED,MIR_KADIM,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2,2,39.0,183.0,86000.0,MINIMUM,4,31,35
BLF2595,MALE_BULL,RED,LOCAL,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2,2,46.0,243.0,105000.0,MEDIUM,4,31,35
BLF2596,MALE_BULL,RED,LOCAL,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2.5,4,42.0,203.0,88000.0,MINIMUM,4,31,35
BLF2597,MALE_BULL,RED,RED_CHITTAGONG,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2,2,47.0,263.0,116000.0,MEDIUM,4,31,35
BLF2598,MALE_BULL,NON_RED,LOCAL,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2,2,43.1,199.0,85000.0,MINIMUM,4,31,35
BLF2599,MALE_BULL,RED,RED_CHITTAGONG,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2,2,49.6,280.0,124000.0,MEDIUM,4,31,35
BLF2600,MALE_BULL,RED,SAHIWAL,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2.5,4,44.3,257.0,111000.0,MINIMUM,4,30,34
BLF2601,MALE_BULL,RED,SAHIWAL,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2,2,46.6,273.0,118000.0,MEDIUM,4,31,35
BLF2602,MALE_BULL,RED,SAHIWAL,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2,2,49.6,315.0,135000.0,MEDIUM,4,31,35
BLF2603,MALE_BULL,RED,LOCAL,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2.5,4,45.6,282.0,122000.0,MEDIUM,4,31,35
BLF2604,MALE_BULL,RED,LOCAL,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2,2,42.0,186.0,80000.0,MINIMUM,4,31,35
BLF2605,MALE_BULL,RED,LOCAL,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2.5,4,46.0,254.0,109000.0,MEDIUM,4,31,35
BLF2606,MALE_BULL,RED,SAHIWAL,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2.5,4,51.1,375.0,162000.0,LARGE,4,31,35
BLF2607,FEMALE_HEIFER,NON_RED,HOSTINE_CROSS,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2,2,49.6,348.0,145000.0,LARGE,4,31,35
BLF2608,MALE_BULL,RED,RED_CHITTAGONG,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2,2,51.1,282.0,125000.0,LARGE,4,31,35
BLF2609,MALE_BULL,RED,LOCAL,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2,2,50.8,286.0,123000.0,MEDIUM,4,31,35
BLF2610,MALE_BULL,NON_RED,LOCAL,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2,2,48.4,302.0,128000.0,MEDIUM,4,31,35
BLF2611,MALE_BULL,RED,SINDHI,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2.5,4,53.6,412.0,28000.0,LARGE,4,31,35
BLF2612,MALE_BULL,RED,LOCAL,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2,2,43.0,203.0,89000.0,MINIMUM,4,26,30
BLF2613,MALE_BULL,RED,SAHIWAL,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2,2,46.8,280.0,121000.0,MEDIUM,4,31,35
BLF2614,MALE_BULL,RED,SAHIWAL,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",3,6,52.4,372.0,160000.0,LARGE,4,31,35
BLF2615,MALE_BULL,NON_RED,MIR_KADIM,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2,2,44.0,183.0,85000.0,MINIMUM,4,31,35
BLF2616,MALE_BULL,NON_RED,LOCAL,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2,2,47.1,246.0,104000.0,MEDIUM,4,31,35
BLF2617,MALE_BULL,RED,SINDHI,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2,2,51.0,300.0,130000.0,LARGE,4,31,35
BLF2618,MALE_BULL,NON_RED,LOCAL,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2,2,49.0,254.0,108000.0,MEDIUM,4,31,35
BLF2619,MALE_BULL,RED,LOCAL,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2.5,4,44.7,203.0,88000.0,MINIMUM,4,31,35
BLF2620,MALE_BULL,RED,LOCAL,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2,2,44.3,206.0,89000.0,MINIMUM,4,31,35
BLF2621,MALE_BULL,NON_RED,LOCAL,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2.5,4,49.6,240.0,103000.0,MEDIUM,4,31,35
BLF2622,MALE_BULL,RED,SAHIWAL,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2,2,49.0,281.0,122000.0,MEDIUM,4,31,35
BLF2623,MALE_BULL,NON_RED,LOCAL,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2,2,49.6,316.0,135000.0,MEDIUM,4,31,35
BLF2624,MALE_BULL,RED,LOCAL,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2,2,39.0,208.0,90000.0,MINIMUM,4,31,35
BLF2625,MALE_BULL,NON_RED,LOCAL,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2,2,41.5,205.0,88000.0,MINIMUM,4,31,35
BLF2626,MALE_BULL,RED,LOCAL,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2,2,39.1,197.0,85000.0,MINIMUM,4,31,35
BLF2627,MALE_BULL,RED,SINDHI,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2,2,43.0,210.0,91000.0,MINIMUM,4,31,35
